Hz	t: 0 -> 0.125	t: 0.0625 -> 0.1875	t: 0.125 -> 0.25	t: 0.1875 -> 0.3125	t: 0.25 -> 0.375	t: 0.3125 -> 0.4375	t: 0.375 -> 0.5	t: 0.4375 -> 0.5625	t: 0.5 -> 0.625	t: 0.5625 -> 0.6875	t: 0.625 -> 0.75	t: 0.6875 -> 0.8125	t: 0.75 -> 0.875	t: 0.8125 -> 0.9375	t: 0.875 -> 1	t: 0.9375 -> 1.0625	t: 1 -> 1.125	Average PSD:
2768	8.51594e-05	6.13459e-05	0.000748135	0.00314812	0.000901085	7.61498e-05	0.000245993	0.00135688	0.00157776	0.000965426	0.000694919	0.000169188	0.00143161	0.000325889	1.55091e-05	0.000589641	0.000960894	0.000785512
2776	0.000297576	5.53103e-05	0.000759393	0.000825673	0.00136639	0.00118359	0.000218554	0.000508001	0.00275868	0.000697878	0.000106128	0.000821732	0.000645177	0.000979778	0.000645238	0.000400431	0.000916666	0.000775659
2784	0.000315623	0.000538753	0.00143036	6.39621e-05	0.00100753	0.00180418	5.80299e-05	0.00149321	0.00378589	0.00048536	0.000271801	0.00176729	6.53328e-05	0.000552631	0.000778023	2.14851e-05	0.000535328	0.00088087
2792	0.000374055	0.000614682	0.000479328	0.0023811	0.00104016	0.00067139	0.000258274	0.00140789	0.000787535	0.00231173	0.000420431	0.00160145	0.000660824	4.7577e-05	0.00068299	0.000174384	9.04389e-05	0.000823779
2800	0.000853011	0.000528924	0.000880524	0.00312293	0.000511547	6.23473e-05	0.000286749	0.000482296	0.000985998	0.00229539	0.000894215	0.000453735	0.000412507	7.36891e-06	0.000649567	0.000750498	8.38174e-05	0.000780084
2808	0.0010779	0.00130687	0.000562973	0.00223736	0.00116414	0.000166298	0.000270705	0.000883204	0.000673394	0.000925754	0.000422726	0.000718067	0.000260787	0.000303776	0.00109711	0.00150411	0.00052752	0.00082957
2816	0.000523783	7.95061e-06	8.60436e-05	0.000121781	0.000472945	5.33698e-05	0.000585302	0.00160687	0.00053387	0.000402144	0.00140172	0.000227562	0.000102403	0.000631326	0.000994392	0.000877737	0.000535593	0.000539106
2824	5.60209e-05	0.00171024	7.50647e-05	0.000573416	2.04162e-05	0.00027859	0.00133838	0.00209033	0.000779876	0.000944481	0.000361187	4.80273e-05	0.000718819	0.00100259	0.000841917	0.000280753	0.000122525	0.000661331
2832	7.31379e-05	0.002558	8.19675e-05	0.000927535	0.00048717	0.000906762	0.00113086	0.00117369	0.000194286	0.000359662	0.000909887	0.000257643	0.00165961	0.0023643	0.00133136	0.000166739	5.14715e-05	0.000860828
2840	0.00011816	0.0011002	0.000270967	0.000802742	0.000996895	0.000581805	0.000937972	0.000548312	0.000186984	0.000510878	0.000532448	0.000940436	0.00120779	0.00245759	0.00131897	0.00063287	0.00022997	0.000786764
2848	7.88865e-05	0.000129726	0.00030671	0.000102861	0.00110863	0.000142968	0.00121403	0.00106704	0.000407831	0.000271433	0.000426213	0.000969091	4.99319e-05	0.00403089	2.13702e-06	6.35107e-05	0.000228501	0.000623553
2856	8.61944e-05	3.2207e-05	0.000525905	0.000308368	0.000703423	0.000109573	0.00193372	0.00153593	0.000923502	6.19072e-05	0.000670701	0.000446281	0.00088866	0.00272229	0.000550807	0.000537874	8.76875e-05	0.000713237
2864	0.000104236	0.000135138	0.000536305	0.00159782	0.00072208	0.000170164	0.000440864	7.17216e-05	0.000581905	0.000348698	0.000295617	0.00132521	0.00017139	0.000490762	0.00120923	0.000236397	2.54067e-05	0.00049782
2872	7.07209e-05	0.00102227	0.000865709	0.00287504	0.000222242	0.000393699	5.37158e-05	0.000582419	0.000607727	0.0012562	0.000636138	0.00018864	7.03153e-05	0.000312318	0.00236731	0.00042797	7.93386e-05	0.000707751
2880	5.32578e-05	0.00153555	0.00058839	0.000219124	0.000349447	0.000268126	0.000145791	0.000165678	0.000552573	0.00340407	0.000453645	0.00023545	0.000692367	0.000755525	0.00075625	0.000428498	0.000284771	0.000640501
2888	6.4796e-05	0.000687991	0.000424801	0.000558148	0.000149086	0.000898904	2.59074e-05	0.000615474	0.00277893	0.00105093	3.00532e-05	0.00023895	5.21612e-05	0.00185185	0.000113646	0.00162192	0.00037834	0.000678935
2896	3.45002e-05	9.51284e-05	0.000996709	0.000702007	0.000973088	0.000626277	7.74165e-06	0.000741329	0.00358302	0.000553694	0.000597148	0.000137817	0.0022294	0.000947371	0.00070779	0.0013054	0.000189966	0.000848729
2904	1.65373e-05	7.5927e-05	0.000965294	0.00150374	0.000571533	6.53849e-06	1.12561e-05	0.000687157	0.00412935	0.00186285	0.000249634	0.00132656	0.00142835	0.000172614	0.000712083	0.00115489	4.72476e-05	0.000877739
2912	0.000114922	8.53783e-05	0.000100697	0.00163354	0.000454172	0.000321944	7.81772e-05	0.00283815	0.0018325	0.00154059	1.99945e-06	0.000761336	0.00126836	0.000421345	0.000744236	0.000920159	5.33916e-05	0.000774759
2920	0.000364208	0.000617963	0.000590727	0.000121228	0.000111705	0.000745072	0.000736722	0.00455042	0.000500408	0.00155232	0.000372391	0.000588775	0.00188359	4.07841e-05	0.000940473	0.000352226	0.000128548	0.000835151
2928	0.000480979	0.000973674	0.000884171	0.00027094	0.000774879	0.00266901	0.000452034	0.00201596	0.000918807	0.000862829	0.00019541	0.00226097	6.08708e-05	0.000765145	0.000182407	0.00060909	0.000270201	0.000861611
2936	0.000279799	0.000115756	0.00126225	2.69874e-05	8.28293e-05	0.0017776	0.000245003	0.000436066	0.00118085	0.000291784	0.000233013	0.000370638	0.000258714	0.000553082	0.000393888	0.00247498	0.000374695	0.000609291
2944	0.000111077	0.000336372	0.00179163	0.000299217	4.69178e-05	8.59575e-05	0.000187787	0.000510395	0.00155117	0.000794525	0.000683835	0.00111207	0.000904237	0.0014681	0.000216753	0.0019681	0.000277828	0.000726233
2952	0.000111922	0.000107342	0.000350608	0.000354799	4.72836e-05	9.46634e-05	0.00140159	3.1736e-05	0.00186273	0.00102738	0.000115303	0.000647927	0.000574886	0.0014998	0.000186874	0.000502122	8.34489e-05	0.000529436
2960	0.000393697	0.000974195	0.00166256	0.00127995	0.000206317	0.000970011	0.00221443	0.000200162	0.000601538	0.000344745	0.000165223	0.000107501	0.000517675	0.000840851	0.000434311	0.000239947	4.684e-05	0.000658821
2968	0.00100151	0.00136952	0.000868686	0.000640164	0.000281433	0.00259171	0.00127311	4.69777e-05	0.000126932	3.34922e-05	0.000350445	0.00037577	0.000634923	0.000911851	0.000209865	8.79217e-05	0.000110351	0.000642039
2976	0.00115623	0.000639601	0.000114545	2.12059e-06	1.65921e-05	0.00317221	0.000989479	2.94362e-05	2.4996e-05	0.000199686	0.000474897	0.000526289	0.000122987	0.000376293	4.01849e-05	0.000731169	3.66016e-05	0.000509019
2984	0.000654823	0.00249426	0.00100243	0.000559192	0.001029	0.000956121	0.000808386	0.000117739	0.000214085	0.000866167	0.00125921	0.000909303	1.04865e-05	0.000145649	0.000119128	0.000912501	5.77757e-05	0.000712721
2992	0.000345786	0.00116058	0.00363964	0.000361225	0.000922388	0.00024641	0.000301391	0.000125569	0.000193011	9.08822e-05	0.00276942	0.000110379	0.000129717	0.000140991	0.00083076	0.00109177	0.000513019	0.000763113
3000	0.000436321	0.000218621	0.00362932	3.51507e-05	4.31626e-05	0.000404853	0.000550321	0.00121749	0.000547092	0.000923523	0.00057934	0.000784774	7.83276e-05	0.000922633	0.0013243	0.00121235	0.000886975	0.000811444
3008	0.000549835	0.00193286	0.000648489	0.000130383	0.000161344	0.000329154	0.000183443	0.00128959	0.000869428	0.00109384	0.00148383	0.000513138	4.07077e-05	0.0011147	0.000791817	0.000568679	0.000803834	0.000735593
3016	0.000614569	0.00192944	3.0328e-05	0.00142633	0.000364654	0.000332053	2.64851e-05	0.000163402	0.000177013	6.54214e-05	0.000384041	0.00039742	0.00125677	0.000597009	8.94822e-05	0.000730928	0.00069435	0.000545865
3024	0.000616605	0.00264554	0.000354634	0.00195207	0.00127996	0.000403825	9.26348e-05	0.000126685	0.000595449	0.00184829	0.00015652	0.000415283	0.00468558	0.000300232	0.00125964	1.69897e-05	0.000549419	0.00101761
3032	0.000430199	0.000493656	0.00151998	0.00139382	0.00024841	0.000198777	0.000111336	0.000478465	0.00128396	0.0041495	0.000862609	0.00184336	0.00578776	0.000810152	0.00277324	0.00077069	0.000436333	0.00138778
3040	0.000316356	0.00041465	0.00070836	0.000630707	0.000695527	2.00735e-05	0.000220842	2.26483e-05	0.000217422	0.00201095	0.000323465	0.000930229	0.000753346	0.00105465	0.00293662	0.000208351	0.000954565	0.000730515
3048	0.000241094	0.00197336	0.00141203	0.00204911	0.00149755	0.00022063	4.01126e-05	0.000480218	0.000852642	3.37912e-05	0.000125185	0.000944117	6.3902e-05	0.000143581	0.00414432	0.00142618	0.00147825	0.00100742
3056	0.000115556	0.00092172	0.000665273	0.00162554	0.00135414	0.000386964	0.000696732	0.000616525	0.000664413	0.000472631	0.000239346	0.000800927	1.1248e-05	0.00182327	0.00153233	0.00143035	0.00107405	0.000848883
3064	0.000331213	0.000293025	0.00232074	0.00110221	0.000419739	0.000242618	0.00155502	0.00075351	0.000239744	0.000129493	0.000940103	0.00168615	8.52706e-05	0.00151745	0.00102664	4.65825e-05	0.000525949	0.000777381
3072	0.000381378	0.00050969	0.00164222	0.00118532	0.000515339	0.000744039	0.000151673	0.00035491	0.000184805	0.000521363	0.000911382	0.00207737	0.000605654	0.000648866	0.000884806	0.000538964	0.000472984	0.00072534
3080	8.18788e-05	0.00040248	0.000229272	0.000368633	0.000399716	0.000864756	0.00243132	0.00207255	0.000314276	0.000404411	0.00039721	0.000376213	0.000908132	0.000725662	0.00154882	0.000850411	0.00039936	0.000751476
3088	0.00010541	0.000567634	0.00019262	0.00108192	0.000665596	0.000419968	0.00268512	0.000147654	0.000937496	3.14155e-05	0.000796494	0.000135836	0.000586355	0.000278548	0.00198949	0.000687076	0.000242532	0.00067948
3096	0.000273263	0.000108429	0.000784601	0.00199019	0.00222805	0.00168872	5.09268e-05	0.000662083	0.00149282	1.02146e-05	0.00179278	0.000100015	0.00126139	0.000393442	0.00106719	0.000543054	0.00016739	0.00085968
3104	0.000429214	0.000363646	0.00077986	0.00241596	0.000875293	0.00151407	0.00108204	0.00423563	0.00204587	0.00040387	0.00157383	7.4845e-05	0.00236853	0.000652083	0.00125231	2.2169e-05	9.82794e-05	0.0011875
3112	0.000980978	0.00070171	0.00135372	0.000750995	1.24383e-05	0.000155515	0.000412642	0.00240479	0.00079838	0.000605553	0.000789444	0.000215359	0.00150418	0.00137599	0.00307894	0.000199956	8.05573e-05	0.000907127
3120	0.00136986	0.000344179	0.0008966	4.87121e-05	0.000152489	0.000979866	0.000833879	0.000155459	0.000673293	9.07604e-05	0.00059701	0.000700622	0.000786599	0.00132796	0.00446814	0.000391234	0.000224548	0.000825953
3128	0.0010112	0.000187641	0.000129533	0.000980872	0.00127534	0.000835454	0.00148528	6.8998e-05	0.000919181	2.53897e-05	0.000450133	0.00113279	2.87863e-06	0.000433196	0.00246242	0.0012628	0.00057022	0.000778431
3136	0.000562124	0.000397073	0.00141791	0.00124745	0.00118065	0.000582037	0.000775593	0.000523041	0.000546019	0.000372952	0.000135701	0.000820688	0.000306058	0.000440068	0.0010929	0.00025455	0.000947343	0.00068248
3144	0.000229051	0.000139272	0.000449365	0.00158022	0.000238578	0.000401149	0.000160169	0.00025852	0.000136122	0.000435523	0.000282891	0.000543785	0.000663873	9.21724e-05	0.000644405	0.00108393	0.0010761	0.000495007
3152	9.39629e-09	0.000481439	0.000128021	0.00102227	0.000585181	0.000126899	0.000585869	7.7758e-05	0.000100552	4.43208e-06	0.00114241	0.000407833	0.000211536	0.000627935	0.000549495	0.0042308	0.00083176	0.000653776
3160	0.000268125	0.000605641	0.000169753	0.000430633	0.000622711	0.00023818	0.00111223	0.000645103	5.45034e-05	6.54399e-05	0.00151052	0.00104403	0.000429777	0.0003302	0.000461142	0.00309664	0.000362013	0.000673331
3168	0.00049242	7.39951e-05	5.31668e-05	0.000797911	0.000330095	0.0002144	0.00153056	0.000528338	0.000162332	0.000111637	0.000374792	0.000737093	0.000534318	0.000156431	0.000746181	0.00033746	3.29079e-05	0.000424355
3176	0.000227929	0.00110682	4.72698e-06	0.00148334	0.00171374	9.92593e-05	0.00200592	0.000361424	0.00106322	6.80895e-05	4.02441e-05	6.97457e-05	0.000302778	0.000982712	0.000499964	0.000754614	9.28883e-05	0.000639848
3184	8.19137e-05	0.000593385	0.00112929	0.000869533	0.000564443	0.00229619	0.00235526	0.000401355	0.0024266	0.000215939	5.14629e-05	8.33678e-05	0.000398284	0.00161375	0.000172193	0.00143719	0.000272262	0.000880142
3192	0.000118195	0.000342755	0.00187105	9.57914e-05	4.65134e-05	0.00174677	0.000162209	0.000853861	0.0016822	0.00101874	0.000364556	0.0001975	7.51734e-05	0.00235163	0.00147156	0.00148219	0.000392493	0.000839599
3200	4.23693e-05	0.000303053	0.00123303	0.000248627	0.000538452	0.000319836	0.00091474	4.77359e-05	0.00124689	0.00138449	5.41241e-07	0.00161223	0.000515593	0.00178803	0.000982999	0.000918706	0.000628256	0.000748564
3208	2.99763e-05	7.08592e-05	0.000705968	0.000356822	0.000189245	0.000599001	0.00030335	9.67197e-05	0.000989075	0.000422085	0.00055273	0.00259046	5.87422e-05	0.00215714	0.000275745	0.00231013	0.000799813	0.000735756
3216	2.2176e-05	0.000187438	0.000254715	0.000252145	0.000131715	0.000211883	3.21064e-05	0.000300839	0.000579727	7.76204e-05	0.000184221	0.000335653	0.00127138	0.00482564	0.00121247	0.000949722	0.000727967	0.000679847
3224	4.0722e-05	0.00107901	8.01165e-05	7.49817e-05	0.000102777	8.58248e-06	0.000408505	0.000342215	0.000512589	0.00024994	0.000198257	0.000275243	0.00032722	0.00192898	0.00118873	0.000799596	0.000585107	0.000482504
3232	0.0003431	0.000820358	2.38314e-05	5.53575e-05	6.69167e-05	0.000604832	0.00125616	0.000614172	0.000130273	0.000601739	0.0010916	0.00040079	0.000234902	0.000362611	0.000361934	0.000296956	0.000354572	0.000448241
3240	0.000569887	1.98319e-05	0.000194296	0.000263721	3.18427e-05	0.00158699	0.000299361	0.000192136	3.38699e-05	0.000332581	0.000583288	6.73457e-05	0.000189352	0.000155859	0.00027037	0.00122157	8.98563e-05	0.00035895
3248	0.000336655	0.000326558	6.53764e-05	0.000178632	1.43942e-05	0.00157231	0.000157431	0.000520649	0.000139758	0.000709435	5.69811e-06	0.00066404	7.17315e-05	7.26734e-06	0.000101985	0.00135493	0.000110169	0.000372766
3256	2.30391e-05	0.000300569	0.000406183	0.00039434	0.000157205	0.00173583	5.87645e-05	0.00217015	0.000501233	0.00083948	6.69027e-05	0.000512175	0.000403214	0.000265158	0.0008412	0.000697771	0.000267051	0.000567074
3264	0.000160624	0.000168621	0.000952059	0.00055618	0.000896172	0.00298145	0.000237911	0.00102128	0.00177211	0.000823961	0.000526429	0.000168134	0.00121147	0.00124439	0.00220846	0.000666728	0.000417631	0.000941977
3272	0.000671787	0.00119542	0.0019961	0.000605697	0.00132056	0.00135724	0.000169925	0.000741824	0.00102864	0.000595284	0.000795035	0.000732863	0.000907012	0.00042516	0.00248421	0.000935413	0.000747516	0.000982922
3280	0.000880736	4.96037e-05	0.00131748	0.000246601	0.00046698	0.00042739	0.000450616	0.00130441	0.000489728	0.000674971	0.000513214	0.00222797	0.000513927	0.000930005	0.000933239	0.000481882	0.000827375	0.000749184
3288	0.000612949	0.000375555	0.000536212	5.49697e-05	0.000584653	0.00032981	0.000272596	0.00116114	0.000477642	0.000562494	0.00090778	0.00262437	0.000156416	0.00145779	0.000687068	6.36366e-05	0.000517066	0.000669538
3296	0.000350383	5.02181e-05	0.000248239	0.000696108	0.000389175	0.00031264	0.000104443	0.000568034	0.000644638	0.000412799	0.000231316	0.000141713	0.00106736	0.000295015	0.000105254	0.000249269	0.00039361	0.000368248
3304	0.000324915	0.000430103	6.48289e-06	0.000339178	0.000655003	0.000243743	1.55763e-05	0.000338314	0.000285373	0.000326248	0.0018844	0.000410972	0.000309695	0.00104785	0.000649144	0.000207148	0.000605291	0.000475261
3312	0.000399073	0.0003204	0.000456536	0.000398212	0.000485967	0.000801834	7.97187e-05	0.00071624	0.000311983	8.00236e-05	0.00134556	9.88327e-05	3.3158e-06	0.000602077	0.000496924	0.000597898	0.000924314	0.000477583
3320	0.000535897	0.000130552	0.00108848	0.000482922	0.00017492	0.000665551	0.00097056	0.000835299	0.000387086	0.000112248	0.000541473	0.000260575	0.000330163	0.000141474	0.000282432	0.00115228	0.000864465	0.000526846
3328	0.000844546	0.000576859	0.00217356	0.00017915	6.6422e-05	0.00233673	0.000530255	2.02779e-05	6.63591e-05	0.000422222	0.00044863	0.000942594	0.000497876	0.000256527	0.000838228	0.000438768	0.000333203	0.000645424
3336	0.00066482	0.000396408	0.0017919	0.000467132	0.000497158	0.00269979	0.000100109	0.000228995	0.000335048	0.000284912	0.000284267	0.000671851	0.0004055	0.000958089	0.000479914	0.00157121	1.0081e-05	0.000696893
3344	6.96688e-05	0.00347272	0.00112815	0.00171809	0.000758508	0.00134491	0.000150784	0.000765999	0.00088468	0.000159732	0.000230125	0.000167802	0.000670902	0.0014378	0.00106854	0.00212896	3.67472e-05	0.000952596
3352	0.000437399	0.00396011	0.00136569	0.000780052	0.000205344	0.00187249	0.000752117	0.000690448	0.00252339	0.000430517	0.000351113	0.00179629	9.49361e-05	6.2411e-05	0.000237171	7.22206e-05	6.00418e-05	0.000923043
3360	0.00131376	0.00138334	0.000404657	0.000227787	0.000731316	0.00216021	0.00104561	0.00108689	0.00243664	0.00162411	9.13227e-05	0.00200733	0.00232844	0.00116323	0.000135082	0.000360992	0.00022844	0.00110171
3368	0.00138538	0.000580072	0.00114561	0.000418776	0.000118458	0.00120839	0.000720908	0.00192896	0.00143487	0.000386014	0.000245053	0.00143573	0.000938264	0.000701914	0.000496401	0.000126088	0.000735498	0.000823905
3376	0.000876669	0.00041845	0.0017453	0.000122758	0.000159901	0.000105873	0.00076131	0.000514891	0.00230426	8.66819e-06	0.000125374	0.00127133	0.000158964	0.000265803	0.00197419	0.00111652	0.00119642	0.000772158
3384	0.000386612	4.60321e-05	0.000269571	0.000380146	0.000540906	0.000776571	0.000405917	3.72858e-06	0.000596772	0.000270448	0.00112469	0.00384609	0.00057443	0.00140936	0.00183251	0.00308104	0.00103363	0.000975204
3392	8.45641e-05	0.00131271	0.000249435	0.000108014	0.000632992	8.85165e-05	0.000411823	0.00104655	0.000227828	0.00240601	0.000751931	0.00328816	0.00133143	0.00148552	0.00130434	0.00112603	0.000504383	0.000962367
3400	0.000140551	0.00151131	0.000264825	0.00215453	0.00256658	0.000663182	0.00107726	0.00548998	0.00138634	0.00282236	0.00056774	0.000188024	0.000885814	0.000805858	0.00120473	0.000319741	0.000246433	0.00131149
3408	0.000633469	0.000111723	0.000208227	0.00303174	0.000347553	0.000174394	0.00261435	0.00312656	0.000108482	0.00045062	0.000700418	0.000159925	0.00049811	0.000495657	0.000484853	8.00419e-05	0.000218535	0.000790862
3416	0.00109878	0.000402726	0.00175802	5.61918e-05	0.000824582	0.00176692	0.00115057	0.000558221	0.000447436	9.30212e-05	3.66043e-05	0.000991035	0.000642251	0.0013496	0.00119115	6.05376e-05	0.0002062	0.000743168
3424	0.00102798	0.000642295	0.000818841	0.000862878	0.000128932	0.000955663	0.000469683	0.000952288	0.000631408	0.0011839	0.000458945	0.000788643	5.33996e-05	0.000299587	0.00251707	0.000360521	0.00018418	0.00072566
3432	0.000682736	0.000264673	6.97918e-05	0.000301954	0.000892568	0.000672701	0.00121346	0.000415405	0.00063078	0.000899226	2.94266e-05	0.000777682	0.000544693	5.96123e-05	0.00252178	0.000377965	0.000129081	0.000616678
3440	0.000484904	0.000224779	0.000193258	0.000117948	0.000320826	0.000894533	0.00100988	9.74282e-05	0.000514101	0.000130143	0.000224532	0.00210826	0.000366253	4.47088e-05	0.0026476	8.51127e-06	5.35551e-05	0.000555366
3448	0.000278847	0.000475935	0.00144491	0.000487688	9.82618e-05	0.00108426	0.00104769	0.00157792	0.000818644	6.95258e-05	0.000345198	0.00188935	0.000401547	0.00036888	0.00151068	0.000599751	5.31414e-05	0.000738366
3456	0.000118379	8.45686e-05	0.00116971	0.000604369	0.000267733	0.00111114	0.00175037	0.00209706	0.000802071	0.000130807	0.00041159	9.73861e-05	0.00211424	0.000217169	0.00298344	0.00156188	5.58058e-05	0.000916337
3464	0.000230511	0.000732231	2.37873e-05	6.97759e-05	0.000107568	0.000233964	0.000165316	0.00280114	0.00126109	0.000285893	0.000251658	0.00134606	0.00131342	0.000248704	0.00271632	0.000485727	9.50003e-06	0.00072251
3472	0.000407845	0.000783747	0.000118091	0.000113103	0.000200261	0.00173067	0.00157787	0.00168124	0.000382274	0.00038428	0.000780897	0.00155283	0.000439657	0.000170469	0.000493933	0.00012437	6.64044e-05	0.000647526
3480	0.000698443	0.000901228	0.000320052	0.000670544	0.000311167	0.0023297	0.00310291	0.00177683	8.16632e-06	0.00057824	0.000613801	0.000217074	0.00050581	0.000635383	0.000128037	0.000440693	8.40051e-05	0.000783652
3488	0.000955649	0.000686038	0.00032623	0.00114759	0.000515591	0.00159226	0.000862613	0.00204364	9.67149e-05	0.000566773	0.000194688	0.00192276	0.000881631	0.000228986	4.17652e-05	0.00103867	4.26097e-05	0.000773189
3496	0.000567575	0.000936309	0.000679581	0.00012889	0.000293251	0.00100625	4.91526e-05	0.000788915	0.00106082	0.001093	0.000314004	0.00268716	0.000869595	0.000823051	2.39115e-05	0.00160533	0.000133047	0.000768226
3504	0.000108886	0.0012197	0.000831598	0.000521669	0.000956617	0.000983564	0.000401498	0.00195681	0.00116412	0.000646716	3.13307e-06	0.000982542	0.000508816	0.00141781	0.000188678	0.000916063	0.000142194	0.000761789
3512	0.00045103	0.000245801	0.00100808	0.000495821	0.000471497	0.000175324	0.00131343	0.00127931	0.000209535	0.000438113	0.00011083	9.33482e-05	0.000828569	0.000300161	0.000122217	9.6369e-05	7.41215e-05	0.000453739
3520	0.00084633	0.000198649	0.000462904	0.00123737	0.000265039	4.06083e-08	0.00288632	0.00145852	7.51499e-05	0.000753021	0.000244128	0.00101261	0.000470647	0.00235051	0.00122247	0.000218066	9.58516e-05	0.000811625
3528	0.000539939	0.000474367	0.00239475	0.000269074	0.000265185	9.16575e-06	0.00170132	0.00106286	4.17327e-05	0.00070052	0.000229207	0.00104324	0.000318541	0.00302659	0.000771471	0.000503577	8.19983e-05	0.000790207
3536	0.000117527	0.000995008	0.00228369	2.6725e-05	0.000213463	2.8481e-05	0.00039423	0.000161338	0.000837718	0.000581127	0.000270368	0.000591893	8.97503e-06	0.00111681	0.00120503	0.000309792	8.36396e-05	0.000542695
3544	3.96355e-05	0.000408447	0.000762848	0.000869679	0.0001409	0.000143143	0.00175018	0.0004348	0.000969982	0.000449795	0.000689128	0.00105791	0.000146913	8.53321e-05	0.000340338	0.000316616	0.00013468	0.000514137
3552	1.16235e-05	0.000231903	0.00123647	0.00237465	0.000327812	0.000140107	0.00402549	6.61458e-05	0.000702184	0.000380988	0.00134066	0.00234114	0.000147037	0.00140158	0.000237735	4.48898e-05	0.000149034	0.000891732
3560	4.01065e-05	0.000646588	0.00108305	0.00241024	0.000827397	0.000105027	0.0028284	0.000916244	0.000361514	0.00156913	0.000698154	0.00106144	0.00128391	0.00180641	0.000707581	7.42069e-05	0.000172364	0.000975986
3568	0.000243068	0.00217763	8.59625e-05	0.0014075	0.00238561	0.000453818	0.000283003	0.00211389	0.000276293	0.0014792	0.000653041	0.00022531	0.000676672	6.40109e-05	0.00163594	0.000744547	0.000134173	0.000884687
3576	0.00040066	0.000462904	0.00156342	4.34164e-05	0.000475777	0.000821999	0.000572081	0.00114294	0.00167752	0.000135672	0.000734086	0.00130025	0.000301602	0.000943045	0.000611847	0.00127455	3.05005e-05	0.00073484
3584	0.000507084	3.74287e-05	0.000571346	0.00112815	6.82684e-05	0.00108731	0.000164165	0.000272681	0.00294546	0.00107773	0.000978882	0.00295732	0.000365666	0.000587665	5.3112e-05	0.00134332	4.26737e-05	0.000834603
3592	0.000460632	0.00148846	0.00062904	0.000822154	0.000745728	0.000170508	0.000764688	0.000664661	0.00132656	0.000491086	0.00203857	0.00222778	0.000169046	0.000243486	0.000604319	0.00168209	0.000140107	0.000862878
3600	0.000200811	0.00113617	0.000671539	0.000795328	0.00253345	0.00118649	0.00202205	0.000365083	3.47757e-05	0.000326628	0.000628363	0.000195723	0.000279076	0.00055822	0.00026189	0.00142113	0.00016965	0.000752139
3608	0.000144321	0.000336554	0.00144798	0.00203205	0.0021127	0.0019456	0.00203612	0.000215693	0.000707231	0.000164877	0.000638344	0.000442128	0.000716571	0.000106489	0.000161949	0.00108759	0.000143922	0.000849419
3616	0.000352671	0.000427639	0.000272285	0.00302206	0.000184972	4.8483e-05	0.00036687	0.00145937	0.000358023	0.000446995	4.84699e-06	0.00141557	0.00173199	0.000169759	0.000487768	0.000784369	0.00011609	0.00068528
3624	0.000487659	0.000153244	0.000173197	0.0028896	0.000265959	0.000807354	0.00153137	0.00166962	0.000616534	0.00136649	0.000986657	0.000365186	0.000916466	0.000122801	0.000800906	0.00021967	8.32986e-05	0.00079153
3632	0.000452785	0.000222204	0.000145671	0.000309498	7.08828e-05	0.000724709	0.00155172	5.24112e-05	0.000324273	0.00118059	0.00137526	0.000910338	0.000680447	0.000101087	0.00104731	0.00033423	7.26212e-05	0.00056212
3640	0.000284661	0.000278867	0.000982606	3.65816e-05	0.000863271	0.000319557	0.000811968	0.000101652	0.00137906	0.000396442	0.000924741	0.000576791	0.000615858	0.0017081	0.00103342	0.000896149	0.000111471	0.000665953
3648	0.000102	0.000625754	0.000366733	0.000477302	0.00025889	1.5947e-05	0.000258362	0.000130661	0.0021121	3.05192e-05	0.000810803	0.00011854	0.000116151	0.0033392	0.000141357	0.000480877	0.000174627	0.000562342
3656	7.04378e-05	0.000154179	0.000311435	0.00109795	0.000718579	0.000503008	3.29793e-05	5.46531e-05	0.00109818	0.000165031	0.000874843	0.000688204	0.000242544	0.0011702	0.000687515	0.000466834	0.000215908	0.000503087
3664	0.000180237	0.00028731	0.000770676	0.000815161	0.00127891	0.000959161	0.000194646	0.000110726	0.000526083	4.64437e-05	0.000344371	0.000335175	0.000261316	0.000303343	0.00089573	0.000184478	0.000203127	0.000452758
3672	0.000430273	0.00166347	0.000880663	0.000243479	0.00032012	0.000611136	0.000125136	4.26464e-05	0.000601505	0.000129368	0.00037925	0.000304084	0.000425814	4.62529e-05	0.000316252	0.00131542	0.000131207	0.000468593
3680	0.00069622	0.0012218	0.000573307	5.39314e-05	0.000742765	0.000142179	0.000467231	0.000251673	0.000828136	0.000620232	0.000230548	0.000104003	0.000967809	1.54801e-05	7.77417e-05	0.000595234	0.000135268	0.000454327
3688	0.000656323	9.28438e-05	0.000139827	0.000923747	0.00215281	1.66376e-06	0.000382496	0.00127866	0.000801034	0.00134307	0.000320456	0.000257359	0.000531482	6.73527e-05	3.25528e-05	0.00113016	0.000370442	0.000616606
3696	0.000342206	2.78649e-05	0.000901172	0.000477777	0.000557448	0.000207909	0.000305276	0.00122763	0.000948949	0.00083602	0.000523844	0.000495291	0.000216349	0.000644219	0.000366538	0.00374668	0.000478491	0.000723745
3704	6.14582e-05	0.000298777	0.000817097	0.000130258	0.000764438	0.000312839	0.000221316	0.00053142	0.000662598	0.00042149	6.13541e-05	0.000253632	0.000297623	0.00107444	0.000264394	0.00201309	0.000228478	0.000494982
